"Entry ID","Lemma ID","Code (survey)","Batch (survey)","List (survey)","Item (survey)","English Word Frequency","Frequency","Frequency SD","Frequency Z","Frequency N","Sign Unknown","Frequency (Native)","Frequency SD (Native)","Frequency Z (Native)","Frequency N (Native)","Sign Unknown (Native) (proportion)","Frequency (Nonnative)","Frequency SD (Nonnative)","Frequency Z (Nonnative)","Frequency N (Nonnative)","Sign Unknown (Nonnative) (proportion)","Dominant Translation","Dominant Translation Agreement (proportion)","Dominant Translation Agreement (Native) (proportion)","Dominant Translation Agreement (Nonnative) (proportion)","Nondominant Translations","Non-Signer Iconicity","Non-Signer Iconicity SD","Non-Signer Iconicity Z","Non-Signer Iconicity N","Non-Signer Iconicity ID","Deaf Signer Iconicity","Deaf Signer Iconicity SD","Deaf Signer Iconicity Z","Deaf Signer Iconicity N","Deaf Signer Iconicity (Native)","Deaf Signer Iconicity SD (Native)","Deaf Signer Iconicity Z (Native)","Deaf Signer Iconicity N (Native)","Consistency of Guesses","Accuracy of Guesses (proportion)","Transparency","Transparency SD","Transparency Z","Lexical Class","Initialized Sign","Fingerspelled Loan Sign","Compound","Number Of Morphemes","Sign Onset","Sign Offset","Sign Duration","Video Duration","Handshape","Selected Fingers","Flexion","Flexion Change","Spread","Spread Change","Thumb Position","Thumb Contact","Sign Type","Path Movement","Repeated Movement","Major Location","Minor Location","Second Minor Location","Contact","Nondominant Handshape","Wrist Twist","Handshape Morpheme 2","Selected Fingers Morpheme 2","Flexion Morpheme 2","Flexion Change Morpheme 2","Spread Morpheme 2","Spread Change Morpheme 2","Thumb Position Morpheme 2","Thumb Contact Morpheme 2","Sign Type Morpheme 2","Movement Morpheme 2","Repeated Movement Morpheme 2","Major Location Morpheme 2","Minor Location Morpheme 2","Second Minor Location Morpheme 2","Contact Morpheme 2","Nondominant Handshape Morpheme 2","Wrist Twist Morpheme 2","Handshape Morpheme 3","Selected Fingers Morpheme 3","Flexion Morpheme 3","Flexion Change Morpheme 3","Spread Morpheme 3","Spread Change Morpheme 3","Thumb Position Morpheme 3","Thumb Contact Morpheme 3","Signtype Morpheme 3","Movement Morpheme 3","Repeated Movement Morpheme 3","Major Location Morpheme 3","Minor Location Morpheme 3","Second Minor Location Morpheme 3","Contact Morpheme 3","Nondominant Handshape Morpheme 3","Wrist Twist Morpheme 3","Handshape Morpheme 4","Selected Fingers Morpheme 4","Flexion Morpheme 4","Flexion Change Morpheme 4","Spread Morpheme 4","Spread Change Morpheme 4","Thumb Position Morpheme 4","Thumb Contact Morpheme 4","Sign Type Morpheme 4","Movement Morpheme 4","Repeated Movement Morpheme 4","Major Location Morpheme 4","Minor Location Morpheme 4","Second Minor Location Morpheme 4","Contact Morpheme 4","Nondominant Handshape Morpheme 4","Wrist Twist Morpheme 4","Handshape Morpheme 5","Selected Fingers Morpheme 5","Flexion Morpheme 5","Flexion Change Morpheme 5","Spread Morpheme 5","Spread Change Morpheme 5","Thumb Position Morpheme 5","Thumb Contact Morpheme 5","Sign Type Morpheme 5","Movement Morpheme 5","Repeated Movement Morpheme 5","Major Location Morpheme 5","Minor Location Morpheme 5","Second Minor Location Morpheme 5","Contact Morpheme 5","Nondominant Handshape Morpheme 5","Wrist Twist Morpheme 5","Handshape Morpheme 6","Selected Fingers Morpheme 6","Flexion Morpheme 6","Flexion Change Morpheme 6","Spread Morpheme 6","Spread Change Morpheme 6","Thumb Position Morpheme 6","Thumb Contact Morpheme 6","Sign Type Morpheme 6","Movement Morpheme 6","Repeated Movement Morpheme 6","Major Location Morpheme 6","Minor Location Morpheme 6","Second Minor Location Morpheme 6","Contact Morpheme 6","Nondominant Handshape Morpheme 6","Wrist Twist Morpheme 6","Sign Type Frequency","Major Location Frequency","Minor Location Frequency","Second Minor Location Frequency","Movement Frequency","Selected Fingers Frequency","Flexion Frequency","Flexion Change Frequency","Repeated Movement Frequency","Contact Frequency","Spread Frequency","Spread Change Frequency","Thumb Contact Frequency","Thumb Position Frequency","Ulnar Rotation Frequency","Neighborhood Density","Parameter Neighborhood Density","Phonotactic Probability","Phonological Complexity","SignBank Semantic Field","SignBank Reference ID","In CDI","CDI Semantic Category","Age Of Acquisition","Age Of Acquisition (Empirical)","Handshape Image"
"accountant","accountant","A_03_044","A","3","44","2.5","3.24","1.832","-0.381","25","0","3.067","1.907","-0.424","15","0","3.5","1.78","10","-0.316","0","N/A","N/A","N/A","N/A","N/A","2.476","1.436","-0.496","21","N/A","1.55","0.96","31","-0.9","1.47","0.84","-0.89","19","N/A","N/A","N/A","N/A","N/A","Noun","0","0","1","2","400","1235","834","1602","f","i","Curved","0","N/A","N/A","Open","1","Asymmetrical Different Handshape","Straight","1","Hand","Palm","N/A","1","B","0","open_b","imrp","FullyOpen","0","0","0","Open","0","Symmetrical Or Alternating","Straight","N/A","Neutral","Neutral","Neutral","0","open_b","0","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.175","0.25","0.077","0","0.457","0.261","0.225","0.791","0.446","0.622","0","0","0.316","0.657","0.836","6","397","-0.261","1","People","2439","No","N/A","N/A","N/A","<img width=""100"" height=""100"" src=""https://aslcdi.website/images/handshape_images/f.png"" />"
"acquire","acquire","H_01_034","H","1","34","2.134","5.25","1.295","0.676","28","0","5.286","1.383","0.71","14","0","5.214","1.251","14","0.641","0","N/A","N/A","N/A","N/A","N/A","2.35","1.755","-0.517","20","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","Verb","0","0","0","1","367","1235","868","1869","8","m","Flat","1","N/A","N/A","Open","1","Symmetrical Or Alternating","Straight","1","Neutral","Neutral","Neutral","0","8","0","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.345","0.363","0.363","0.426","0.457","0.045","0.162","0.209","0.446","0.378","0","0","0.316","0.657","0.836","3","449","-0.191","2","Event","2048","No","N/A","N/A","N/A","<img width=""100"" height=""100"" src=""https://aslcdi.website/images/handshape_images/8.png"" />"
"act","act","B_02_038","B","2","38","3.746","4.28","1.208","-0.214","25","0","4.286","0.914","-0.225","14","0","4.273","1.555","11","-0.2","0","N/A","N/A","N/A","N/A","N/A","1.6","1.003","-0.539","30","N/A","1.48","1.06","31","-0.73","1.5","1.1","-0.7","22","2.16","0","3.79","1.48","-0.05","Verb","0","0","0","1","334","901","567","1468","a","t","N/A","N/A","N/A","N/A","Open","N/A","Symmetrical Or Alternating","Circular","1","Body","Torso Top","Torso Top","1","a","0","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.345","0.094","0.032","0.011","0.076","0.057","0","0","0.446","0.622","0","0","0","0.657","0.836","8","58","-0.929","3","Event","5","No","N/A","N/A","N/A","<img width=""100"" height=""100"" src=""https://aslcdi.website/images/handshape_images/a.png"" />"
"action","action","C_01_026","C","1","26","3.494","4.533","1.383","-0.017","30","0","4.944","1.11","0.168","18","0","3.917","1.564","12","-0.294","0","N/A","N/A","N/A","N/A","N/A","2.2","1.4","-0.336","30","N/A","2.17","1.18","30","-0.38","2.14","1.11","-0.45","21","2.56","0","3.05","1.7","-0.25","Noun","0","0","0","1","501","1168","667","1835","c","imrp","Curved","0","0","0","Open","0","Symmetrical Or Alternating","Circular","1","Neutral","Neutral","Neutral","0","c","0","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.345","0.363","0.363","0.426","0.076","0.449","0.225","0.791","0.446","0.378","0.602","0.878","0.684","0.657","0.836","2","126","0.39","2","None","2440","No","N/A","N/A","N/A","<img width=""100"" height=""100"" src=""https://aslcdi.website/images/handshape_images/c.png"" />"
"actor","actor","A_03_047","A","3","47","3.128","4.44","1.635","0.23","25","0","4.533","1.407","0.33","15","0","4.3","2.003","10","0.081","0","N/A","N/A","N/A","N/A","N/A","1.524","0.814","-0.941","21","N/A","1.55","0.93","31","-0.9","1.58","0.96","-0.83","19","N/A","N/A","N/A","N/A","N/A","Noun","0","0","1","2","300","1235","934","1602","a","t","N/A","N/A","N/A","N/A","Open","N/A","Symmetrical Or Alternating","Circular","1","Body","Torso Top","Body Away","1","a","0","open_b","imrp","FullyOpen","0","0","0","Open","0","Symmetrical Or Alternating","Straight","N/A","Neutral","Neutral","Neutral","0","open_b","0","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.345","0.094","0.032","0.045","0.076","0.057","0","0","0.446","0.622","0","0","0","0.657","0.836","8","58","-0.917","3","People","2049","No","N/A","N/A","N/A","<img width=""100"" height=""100"" src=""https://aslcdi.website/images/handshape_images/a.png"" />"
"add","add","E_02_030","E","2","30","3.227","5.188","1.203","0.52","32","0","5","1.363","0.407","15","0","5.353","1.057","17","0.619","0","N/A","N/A","N/A","N/A","N/A","2.9","2.023","-0.469","30","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","Verb","0","0","0","1","501","1235","734","1935","flatspread_5","imrp","Flat","1","1","1","Open","1","Dominance Violation","Curved","0","Hand","Hand Away","Finger Ulnar","1","Dominance Condition Violation","0","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.023","0.25","0.035","0.003","0.233","0.449","0.162","0.209","0.554","0.622","0.398","0.122","0.316","0.657","0.836","0","185","-0.296","2","None","651","No","N/A","N/A","N/A","<img width=""100"" height=""100"" src=""https://aslcdi.website/images/handshape_images/flatspread_5.png"" />"
"addict","addict","H_02_073","H","2","73","2.438","4.25","1.378","0.101","28","0","4.571","1.222","0.279","14","0","3.929","1.492","14","-0.078","0","addict","0.75","0.786","0.714","hooked","2.391","1.158","-0.329","23","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","Noun","0","0","0","1","534","1368","834","1902","bent_1","i","Bent","0","N/A","N/A","Closed","0","One Handed","Straight","0","Head","Mouth","N/A","1","N/A","0","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.392","0.266","0.046","0","0.457","0.261","0.099","0.791","0.554","0.622","0","0","0.684","0.343","0.836","2","342","-0.081","1","Attribute","2050","No","N/A","N/A","N/A","<img width=""100"" height=""100"" src=""https://aslcdi.website/images/handshape_images/bent_1.png"" />"
"address","address","D_01_016","D","1","16","3.426","4.889","1.476","0.41","27","0","5.125","1.408","0.528","16","0","4.545","1.572","11","0.239","0","N/A","N/A","N/A","N/A","N/A","1.486","0.804","-0.728","37","N/A","1.39","0.57","26","-0.87","1.44","0.62","-0.8","18","N/A","N/A","N/A","N/A","N/A","Noun","1","0","0","1","667","1568","901","2102","a","t","N/A","N/A","N/A","N/A","Open","N/A","Symmetrical Or Alternating","Straight","0","Body","Torso Mid","Torso Top","1","a","0","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.345","0.094","0.006","0.011","0.457","0.057","0","0","0.554","0.622","0","0","0","0.657","0.836","5","192","-0.647","2","None","1642","No","N/A","N/A","N/A","<img width=""100"" height=""100"" src=""https://aslcdi.website/images/handshape_images/a.png"" />"
"admire","admire","J_03_049","J","3","49","2.859","4.483","1.326","0.208","29","0","4.333","1.496","0.07","15","0","4.643","1.151","14","0.356","0","N/A","N/A","N/A","N/A","N/A","1.652","1.152","-0.558","23","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","Verb","0","0","0","1","400","1268","868","1835","flat_v","im","Flat","1","1","0","Closed","0","Symmetrical Or Alternating","Curved","0","Neutral","Neutral","Neutral","0","flat_v","0","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.345","0.363","0.363","0.426","0.233","0.14","0.162","0.209","0.554","0.378","0.398","0.878","0.684","0.343","0.836","0","248","0.099","3","State","777","No","N/A","N/A","N/A","<img width=""100"" height=""100"" src=""https://aslcdi.website/images/handshape_images/flat_v.png"" />"
"admit","admit","J_02_062","J","2","62","3.48","4.633","1.45","0.306","30","0","4.867","1.246","0.348","15","0","4.4","1.639","15","0.264","0","N/A","N/A","N/A","N/A","N/A","3.84","1.248","0.357","25","admit (confess)","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","Verb","0","0","0","1","567","1401","834","1835","open_b","imrp","Fully Open","0","0","0","Open","0","One Handed","Curved","0","Body","Torso Mid","Body Away","1","N/A","0","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.392","0.094","0.006","0.045","0.233","0.449","0.409","0.791","0.554","0.622","0.602","0.878","0.684","0.657","0.836","4","168","0.344","2","Event","1970","No","N/A","N/A","N/A","<img width=""100"" height=""100"" src=""https://aslcdi.website/images/handshape_images/open_b.png"" />"
"adopt","adopt","J_03_014","J","3","14","2.378","4.414","1.701","0.149","29","0","4.133","1.642","-0.053","15","0","4.714","1.773","14","0.366","0","N/A","N/A","N/A","N/A","N/A","1.435","0.59","-0.697","23","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","Verb","0","0","0","1","334","1201","868","1802","flatspread_5","imrp","Flat","1","1","1","Open","1","Symmetrical Or Alternating","Straight","0","Neutral","Neutral","Neutral","0","flatspread_5","0","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.345","0.363","0.363","0.426","0.457","0.449","0.162","0.209","0.554","0.378","0.398","0.122","0.316","0.657","0.836","1","466","0.234","1","Event","751","No","N/A","N/A","N/A","<img width=""100"" height=""100"" src=""https://aslcdi.website/images/handshape_images/flatspread_5.png"" />"
"adult","adult","C_03_008","C","3","8","2.863","4.6","1.276","0.177","30","0","4.778","1.215","0.172","18","0","4.333","1.371","12","0.184","0","N/A","N/A","N/A","N/A","N/A","2.229","1.416","-0.354","35","N/A","3.2","1.85","30","0.19","3.43","1.91","0.28","21","N/A","N/A","N/A","N/A","N/A","Noun","0","0","0","1","1034","1835","801","2936","flat_b","imrp","Flat","0","0","0","Open","0","Symmetrical Or Alternating","Circular","1","Head","Head Away","Head Away","0","flat_b","0","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.345","0.266","0.066","0.178","0.076","0.449","0.162","0.791","0.446","0.378","0.602","0.878","0.684","0.657","0.836","2","70","0.07","2","N/A","N/A","No","N/A","N/A","N/A","<img width=""100"" height=""100"" src=""https://aslcdi.website/images/handshape_images/flat_b.png"" />"
"advantage","advantage","H_03_059","H","3","59","3.052","4.714","1.301","0.37","28","0","4.714","1.326","0.38","14","0","4.714","1.326","14","0.36","0","N/A","N/A","N/A","N/A","N/A","1.375","1.013","-0.856","24","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","Adjective","0","0","0","1","467","1068","601","1602","open_8","m","Flat","0","N/A","N/A","Open","0","Asymmetrical Different Handshape","Straight","0","Hand","Palm","Hand Away","1","B","0","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.175","0.25","0.077","0.155","0.457","0.045","0.162","0.791","0.554","0.622","0","0","0.684","0.657","0.836","7","370","-0.076","3","Event","2052","No","N/A","N/A","N/A","<img width=""100"" height=""100"" src=""https://aslcdi.website/images/handshape_images/open_8.png"" />"
"advertise","advertise","J_03_015","J","3","15","1.929","4.207","1.59","0.045","29","0","4.2","1.474","-0.049","15","0","4.214","1.762","14","0.145","0","N/A","N/A","N/A","N/A","N/A","1.913","0.996","-0.451","23","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","Verb","0","0","0","1","601","1568","968","2102","s","imrp","Fully Closed","1","N/A","1","Closed","1","Asymmetrical Same Handshape","Straight","1","Hand","Finger Ulnar","Hand Away","1","s","0","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.059","0.25","0.007","0.155","0.457","0.449","0.067","0.209","0.446","0.622","0","0.122","0.316","0.343","0.836","0","422","-0.553","1","Event","2053","No","N/A","N/A","N/A","<img width=""100"" height=""100"" src=""https://aslcdi.website/images/handshape_images/s.png"" />"
"africa","africa","A_02_082","A","2","82","2.981","3.667","1.617","-0.092","27","0","3.923","1.605","0.051","13","0","3.429","1.651","14","-0.224","0","N/A","N/A","N/A","N/A","N/A","2.1","1.768","-0.442","30","N/A","2.26","1.61","31","-0.51","2.32","1.7","-0.42","19","N/A","N/A","N/A","N/A","N/A","Noun","1","0","0","1","1068","2069","1001","3136","flat_o","imrp","Flat","1","0","1","Open","1","One Handed","Curved","0","Neutral","Neutral","Neutral","0","N/A","1","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.392","0.363","0.363","0.426","0.233","0.449","0.162","0.209","0.554","0.378","0.602","0.122","0.316","0.657","0.164","0","258","0.039","2","Place","846","No","N/A","N/A","N/A","<img width=""100"" height=""100"" src=""https://aslcdi.website/images/handshape_images/flat_o.png"" />"
"after","after","B_02_030","B","2","30","4.542","3.88","1.509","-0.432","25","0","3.786","1.477","-0.482","14","0","4","1.612","11","-0.369","0","N/A","N/A","N/A","N/A","N/A","3.2","1.562","0.212","30","N/A","3.03","1.99","31","0.06","3.18","1.94","0.16","22","1.28","0","4.05","1.88","0.37","Minor","0","0","0","1","534","1034","501","1702","open_b","imrp","Fully Open","0","0","0","Open","0","Asymmetrical Same Handshape","Curved","0","Hand","Finger Radial","Finger Back","0","open_b","1","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.059","0.25","0.035","0.01","0.233","0.449","0.409","0.791","0.554","0.378","0.602","0.878","0.684","0.657","0.164","1","266","-0.055","2","Locative","1971","Yes","Signs About Time","48","35","<img width=""100"" height=""100"" src=""https://aslcdi.website/images/handshape_images/open_b.png"" />"
